class,x1,y1,v1,x2,y2,v2,x3,y3,v3,x4,y4,v4,x5,y5,v5,x6,y6,v6,x7,y7,v7,x8,y8,v8,x9,y9,v9,x10,y10,v10,x11,y11,v11,x12,y12,v12,x13,y13,v13,x14,y14,v14,x15,y15,v15,x16,y16,v16,x17,y17,v17
correct,473.9502258300781,530.909912109375,0.5419795513153076,457.0842590332031,504.1212158203125,0.39912500977516174,472.17620849609375,529.63720703125,0.15684965252876282,487.3070983886719,443.3100891113281,0.5472134947776794,512.8642578125,492.9708251953125,0.09006590396165848,650.2515869140625,424.3172607421875,0.9891089200973511,673.2821044921875,468.5100402832031,0.9230665564537048,845.7054443359375,570.8063354492188,0.9841129183769226,882.7527465820312,571.37646484375,0.8304672837257385,809.208251953125,814.72265625,0.93465656042099,848.8429565429688,799.837158203125,0.7559816837310791,1149.86376953125,498.261474609375,0.9955304265022278,1143.249755859375,556.7628173828125,0.9902591705322266,1516.144287109375,617.4779663085938,0.9648846983909607,1524.629150390625,630.1565551757812,0.9380925893783569,1837.672119140625,647.5155639648438,0.8276751041412354,1816.40478515625,630.5316772460938,0.8063910007476807
correct,469.72955322265625,548.81396484375,0.6214181184768677,451.43438720703125,521.6453857421875,0.46878889203071594,465.1788330078125,549.9963989257812,0.21886858344078064,481.9649963378906,462.50054931640625,0.577866792678833,502.336669921875,519.749267578125,0.12060088664293289,647.7984008789062,443.1791687011719,0.9907546639442444,661.9659423828125,498.4033203125,0.9422546625137329,847.1422729492188,575.7764892578125,0.9843848943710327,864.9078369140625,593.5318603515625,0.8542920351028442,806.710205078125,816.7097778320312,0.9340694546699524,840.4692993164062,804.1410522460938,0.777845561504364,1147.58837890625,518.4854736328125,0.995587944984436,1135.7874755859375,582.8172607421875,0.9909042716026306,1518.209716796875,620.344482421875,0.9635995030403137,1528.768798828125,641.5106201171875,0.9388849139213562,1841.2196044921875,649.443115234375,0.8225106596946716,1824.7918701171875,633.77685546875,0.805377721786499
correct,474.48486328125,566.492919921875,0.5579180121421814,454.7358703613281,542.5360107421875,0.39320486783981323,470.31658935546875,569.404541015625,0.18854805827140808,479.79010009765625,488.4040832519531,0.5290505290031433,503.963134765625,543.4207153320312,0.11944836378097534,642.38916015625,466.60235595703125,0.9895311594009399,660.1719360351562,522.0193481445312,0.9422436952590942,845.7085571289062,585.7616577148438,0.9834024906158447,865.9537963867188,607.6292114257812,0.8657617568969727,815.4442749023438,811.8380737304688,0.9316045641899109,846.9962768554688,803.5199584960938,0.7901256084442139,1144.217529296875,533.6265258789062,0.995905876159668,1135.029052734375,598.1722412109375,0.9919227957725525,1518.69775390625,632.8662109375,0.9655215740203857,1529.1668701171875,650.9154663085938,0.9442447423934937,1843.389892578125,650.3521728515625,0.8340743780136108,1826.9571533203125,633.8890380859375,0.8217024207115173
correct,470.476318359375,582.7137451171875,0.5637466907501221,456.0550231933594,558.5169067382812,0.43631353974342346,466.0496520996094,585.7877197265625,0.17715777456760406,493.0038757324219,504.0052490234375,0.6093072891235352,506.3582458496094,559.5531616210938,0.10360609740018845,651.3436889648438,481.1888122558594,0.9911006093025208,666.09423828125,538.2168579101562,0.9461560249328613,842.1926879882812,588.7944946289062,0.9856584668159485,860.5853271484375,616.2100219726562,0.8632484078407288,809.24560546875,811.683837890625,0.9360924363136292,837.2212524414062,807.7879028320312,0.7742547392845154,1138.0535888671875,545.9212646484375,0.996825098991394,1127.61767578125,609.9314575195312,0.9933691620826721,1508.7716064453125,632.0193481445312,0.9749730825424194,1521.9912109375,648.7396850585938,0.9572269916534424,1845.02197265625,650.9890747070312,0.8777676820755005,1836.884033203125,636.217529296875,0.8655842542648315
correct,459.09832763671875,586.0640258789062,0.5231887102127075,442.8456115722656,564.6392822265625,0.3734641969203949,454.2151794433594,590.128662109375,0.17096452414989471,475.6070251464844,517.96533203125,0.5315278172492981,486.3839111328125,570.515380859375,0.10931558907032013,635.032470703125,498.8161926269531,0.9893486499786377,634.87890625,552.0814819335938,0.9338982105255127,835.0922241210938,605.253662109375,0.9840770363807678,827.6173706054688,623.4232177734375,0.8436732888221741,818.2957763671875,813.0230712890625,0.9329515695571899,825.458740234375,807.7072143554688,0.7605714797973633,1127.3709716796875,563.9954833984375,0.9961720108985901,1107.4373779296875,629.9060668945312,0.9916537404060364,1517.9957275390625,638.8068237304688,0.9703503847122192,1527.8258056640625,656.0753173828125,0.9472503066062927,1849.1357421875,658.3152465820312,0.8589109778404236,1841.8150634765625,643.0471801757812,0.8404638767242432
correct,446.4250793457031,607.2367553710938,0.5260729193687439,432.36328125,586.89111328125,0.4062499701976776,443.2165832519531,609.9791870117188,0.17138175666332245,467.9766540527344,536.9007568359375,0.5686864852905273,477.4384765625,582.5592041015625,0.10234581679105759,624.060791015625,509.0574645996094,0.9883916974067688,631.4900512695312,555.6722412109375,0.9210122227668762,827.3031005859375,601.2346801757812,0.9826786518096924,825.3753662109375,616.0838012695312,0.8136678338050842,813.638671875,816.9966430664062,0.9286681413650513,816.3878784179688,810.4442749023438,0.7288013100624084,1127.2230224609375,568.0973510742188,0.995439887046814,1113.7818603515625,630.1856079101562,0.9897946715354919,1499.135009765625,637.553466796875,0.9681366682052612,1513.52978515625,648.1435546875,0.9410887360572815,1835.151123046875,656.5405883789062,0.8583279252052307,1829.7415771484375,636.8428344726562,0.8366149663925171
correct,441.938232421875,619.3731079101562,0.5673637390136719,424.8907470703125,599.8515014648438,0.45595356822013855,434.8942565917969,625.5986328125,0.2041628658771515,460.30426025390625,555.2960815429688,0.5935264825820923,467.093017578125,608.2764892578125,0.12018418312072754,626.0712280273438,532.783203125,0.9890473484992981,626.1065673828125,586.3851928710938,0.9242895841598511,831.6176147460938,621.2244873046875,0.9820273518562317,825.9181518554688,642.6393432617188,0.806645393371582,814.4923095703125,820.94970703125,0.9245957136154175,825.00732421875,807.1849975585938,0.723595142364502,1138.83056640625,590.4688110351562,0.9945471286773682,1120.0565185546875,655.9219970703125,0.9878296852111816,1507.384033203125,648.1238403320312,0.9608845710754395,1515.1490478515625,665.9216918945312,0.9283109903335571,1829.614013671875,659.5250854492188,0.8342746496200562,1824.769775390625,637.3671264648438,0.8102512955665588
correct,437.2580871582031,627.290771484375,0.5085415244102478,422.1891174316406,609.9671630859375,0.3849726617336273,429.39801025390625,633.9596557617188,0.18677622079849243,461.4465637207031,570.9713134765625,0.5439414381980896,459.99896240234375,620.4183959960938,0.12291474640369415,623.069091796875,554.7198486328125,0.985524594783783,615.7538452148438,602.0722045898438,0.9304822087287903,821.4402465820312,651.7053833007812,0.9754419922828674,811.7400512695312,661.6994018554688,0.8254774808883667,813.4041137695312,822.05126953125,0.9004268646240234,814.7102661132812,810.390380859375,0.7249519228935242,1131.7452392578125,602.3131713867188,0.9945732951164246,1108.6334228515625,665.934814453125,0.9896486401557922,1502.8243408203125,654.9598388671875,0.9649311900138855,1509.1336669921875,666.4429321289062,0.9437807202339172,1846.5697021484375,663.2987060546875,0.8567848205566406,1842.268798828125,641.8062133789062,0.8483061790466309
correct,414.9820861816406,638.6987915039062,0.42747068405151367,402.907470703125,622.9649047851562,0.3406231105327606,408.4047546386719,648.3934936523438,0.1380602866411209,453.0813903808594,587.22314453125,0.5599430203437805,447.3075256347656,639.6687622070312,0.09519191086292267,617.2579345703125,563.4314575195312,0.9838045239448547,601.4971313476562,622.8448486328125,0.9104658365249634,812.6089477539062,638.3925170898438,0.9759973883628845,787.1748046875,674.676513671875,0.7846657633781433,812.2939453125,821.0630493164062,0.9015277028083801,798.5161743164062,814.9638671875,0.6758928894996643,1118.101318359375,610.3595581054688,0.9948760867118835,1090.0123291015625,679.5861206054688,0.9889867305755615,1493.0914306640625,660.9789428710938,0.9675813317298889,1498.6795654296875,677.6682739257812,0.9416752457618713,1839.08056640625,665.9583129882812,0.8673157691955566,1837.3408203125,648.05419921875,0.850834846496582
correct,413.3865966796875,665.0889282226562,0.7786335945129395,400.4887390136719,637.3848266601562,0.8030316829681396,408.7768249511719,669.0214233398438,0.27986985445022583,446.21282958984375,586.84423828125,0.8749570846557617,462.9027099609375,656.8668823242188,0.08076723664999008,621.8898315429688,560.0980224609375,0.9966521859169006,618.6277465820312,647.652099609375,0.9455920457839966,832.6963500976562,608.8550415039062,0.9941001534461975,778.1905517578125,696.607421875,0.7734532356262207,815.962890625,822.6875610351562,0.9655653834342957,795.42724609375,828.2296752929688,0.66959547996521,1108.3714599609375,632.8695068359375,0.9967107772827148,1087.0487060546875,710.0989379882812,0.9880247712135315,1497.1448974609375,672.0730590820312,0.9636591672897339,1502.1617431640625,694.4324340820312,0.9026626944541931,1842.0076904296875,671.9560546875,0.8114214539527893,1829.25146484375,656.400634765625,0.751921534538269
correct,407.9359436035156,679.0127563476562,0.7560114860534668,393.6875915527344,651.7474365234375,0.7803989052772522,401.5677795410156,685.052734375,0.2528700828552246,440.93328857421875,599.0716552734375,0.8709720373153687,454.91253662109375,672.8004760742188,0.07595787197351456,620.2159423828125,570.2838745117188,0.9969587326049805,615.0386352539062,652.847412109375,0.950573742389679,833.4214477539062,619.3623657226562,0.9950699806213379,774.8263549804688,687.3513793945312,0.806302547454834,818.9396362304688,828.2931518554688,0.9700418710708618,780.5850830078125,824.5732421875,0.7006819844245911,1102.216552734375,638.9371948242188,0.9976261258125305,1079.3763427734375,713.1107177734375,0.9914156794548035,1485.071044921875,682.7017211914062,0.9711535573005676,1489.5030517578125,704.3490600585938,0.9213431477546692,1835.97705078125,674.2978515625,0.8376338481903076,1826.0167236328125,650.1622924804688,0.7836834788322449
correct,414.9839172363281,673.5900268554688,0.4088675379753113,402.06939697265625,656.8004150390625,0.33096081018447876,403.7846374511719,689.0678100585938,0.13163885474205017,454.2403564453125,621.552978515625,0.5572807788848877,437.7032775878906,690.3247680664062,0.09163744002580643,618.3973999023438,588.6592407226562,0.9837592840194702,597.6151123046875,672.336181640625,0.9038379788398743,817.4857177734375,637.3512573242188,0.9783021211624146,777.5164184570312,702.1773681640625,0.7754437923431396,808.6954345703125,818.833740234375,0.911261260509491,758.6898803710938,814.330078125,0.6740947961807251,1120.1951904296875,641.4111328125,0.9948561191558838,1088.979736328125,720.8697509765625,0.9882887601852417,1502.3450927734375,681.3636474609375,0.9651005864143372,1511.36474609375,714.2724609375,0.9332398176193237,1837.60400390625,674.9851684570312,0.8539528846740723,1836.3125,653.086181640625,0.8311638236045837
correct,440.93402099609375,706.9869384765625,0.7169427871704102,425.8566589355469,676.3588256835938,0.7414348721504211,435.6224670410156,708.77294921875,0.17566701769828796,456.8771667480469,621.6072387695312,0.8150254487991333,480.7716979980469,695.26513671875,0.045252226293087006,633.7659301757812,585.90576171875,0.9967870712280273,617.1258544921875,678.5144653320312,0.9321208000183105,847.7297973632812,608.17724609375,0.9961168766021729,766.0558471679688,704.0857543945312,0.7947568893432617,818.9152221679688,819.8787231445312,0.9810388088226318,771.50341796875,826.5892333984375,0.7511300444602966,1106.0643310546875,671.7744140625,0.9974328875541687,1077.0531005859375,753.28955078125,0.9895668625831604,1521.1341552734375,678.4143676757812,0.9599058032035828,1501.505859375,724.8448486328125,0.8889249563217163,1810.75927734375,662.16064453125,0.8232885599136353,1788.427734375,675.873046875,0.7598088383674622
correct,443.19024658203125,714.6446533203125,0.7542048096656799,428.0365905761719,683.9439086914062,0.7705600261688232,436.52410888671875,716.4452514648438,0.21111375093460083,456.8332214355469,628.7216796875,0.8189220428466797,476.8806457519531,703.099365234375,0.05344415456056595,634.1185913085938,589.2618408203125,0.9970420002937317,615.6205444335938,686.7442626953125,0.9393522143363953,854.1016845703125,605.6287231445312,0.9962460398674011,772.1070556640625,708.098876953125,0.8099583983421326,815.2355346679688,818.48291015625,0.9817776679992676,766.1358032226562,828.3653564453125,0.7689531445503235,1112.8701171875,675.7696533203125,0.9974344372749329,1082.43359375,759.4688110351562,0.9898784160614014,1526.9278564453125,683.1273193359375,0.9589897990226746,1506.8759765625,734.576171875,0.8893049359321594,1808.2408447265625,661.3308715820312,0.8174655437469482,1786.40625,681.0062866210938,0.7546656727790833
correct,443.7207946777344,714.5233764648438,0.6889352798461914,430.47998046875,685.4439697265625,0.7255570292472839,438.485595703125,715.7535400390625,0.15680243074893951,462.0033874511719,634.4840698242188,0.8168884515762329,480.757080078125,704.152099609375,0.04132191091775894,636.2578735351562,597.3365478515625,0.9965099692344666,618.5978393554688,693.7899169921875,0.9289583563804626,852.2850952148438,608.9884033203125,0.995902955532074,769.3974609375,717.8284912109375,0.7843773365020752,813.8707275390625,818.76123046875,0.9795199632644653,746.0372314453125,832.0426635742188,0.7316053509712219,1114.6278076171875,682.688720703125,0.9974380731582642,1085.531982421875,764.337158203125,0.9896392822265625,1524.0404052734375,688.406982421875,0.9613218903541565,1503.2322998046875,730.029296875,0.8920449018478394,1815.2318115234375,665.564453125,0.8322592973709106,1794.377197265625,680.609130859375,0.7723693251609802
correct,438.1666259765625,717.9683227539062,0.7268426418304443,424.4619140625,688.4578247070312,0.7578209042549133,432.6799011230469,719.2103271484375,0.1836545318365097,455.62060546875,638.7951049804688,0.8316918015480042,474.5561828613281,709.91552734375,0.04565408080816269,629.5003051757812,603.8119506835938,0.9969350099563599,612.5240478515625,705.028564453125,0.9337582588195801,854.4965209960938,616.2144165039062,0.9961383938789368,777.3446655273438,733.7596435546875,0.7784152030944824,811.01904296875,819.6784057617188,0.979770302772522,739.0982666015625,841.4663696289062,0.7163262367248535,1096.5982666015625,686.9880981445312,0.9976058006286621,1066.8765869140625,770.17041015625,0.9898654818534851,1520.34716796875,681.7152099609375,0.9678372144699097,1495.07666015625,725.3414306640625,0.9062175154685974,1817.47021484375,670.7655029296875,0.8574562668800354,1796.8642578125,689.7864990234375,0.8004865050315857
correct,438.96697998046875,719.2415771484375,0.7052716016769409,425.1576232910156,689.5430297851562,0.7391745448112488,435.2873229980469,719.974365234375,0.16986754536628723,455.7887268066406,638.7601318359375,0.8300037384033203,480.1871337890625,709.006103515625,0.044311027973890305,629.3251342773438,601.0961303710938,0.9966602325439453,620.0156860351562,708.498779296875,0.9351575374603271,853.2030029296875,613.2503051757812,0.9957219362258911,787.9957275390625,748.4361572265625,0.7791259288787842,808.6375122070312,819.556640625,0.9771538972854614,722.058837890625,850.552734375,0.7037028670310974,1099.0325927734375,683.3802490234375,0.9974700212478638,1074.261474609375,767.449462890625,0.989727795124054,1520.8212890625,683.4942626953125,0.9661978483200073,1491.498779296875,723.5224609375,0.904672384262085,1814.37890625,665.72021484375,0.8540229797363281,1794.387451171875,685.204345703125,0.8005532026290894
correct,442.58416748046875,717.688720703125,0.7236016392707825,427.3800964355469,687.4241943359375,0.7490441203117371,439.1334228515625,719.5806884765625,0.17829692363739014,456.7467041015625,634.7283325195312,0.8393210768699646,485.2532958984375,708.5839233398438,0.04707183316349983,629.6990356445312,595.0078735351562,0.9972817897796631,624.1241455078125,705.3382568359375,0.9490310549736023,852.6553344726562,609.5557861328125,0.9965073466300964,787.3309936523438,747.8963012695312,0.8173230886459351,810.8289794921875,818.4043579101562,0.9806416630744934,729.1044311523438,849.9442749023438,0.7416447997093201,1099.07275390625,677.6825561523438,0.9981333613395691,1077.0797119140625,763.4026489257812,0.9925121068954468,1514.8927001953125,681.0953979492188,0.9726439714431763,1489.646728515625,724.8887329101562,0.9223112463951111,1819.7669677734375,665.0304565429688,0.8717839121818542,1798.947509765625,683.1869506835938,0.8240408301353455
correct,442.61114501953125,712.855224609375,0.6326879262924194,426.6019592285156,684.3856811523438,0.6474957466125488,441.72747802734375,713.360595703125,0.1373949944972992,452.83905029296875,631.1984252929688,0.7750939130783081,490.8210754394531,696.4878540039062,0.043306827545166016,628.2706909179688,593.2188720703125,0.995618462562561,622.9439697265625,681.0584716796875,0.9394549131393433,843.265380859375,613.6024169921875,0.994746744632721,777.8076782226562,714.9371337890625,0.8268483281135559,817.98583984375,815.2110595703125,0.9743782877922058,765.3818359375,836.4140625,0.7615519762039185,1106.373779296875,669.8347778320312,0.9976052045822144,1085.3472900390625,747.6866455078125,0.9919692873954773,1515.05126953125,684.1295166015625,0.9648303985595703,1493.39501953125,716.6517333984375,0.9163380265235901,1821.2352294921875,667.8748779296875,0.8479967713356018,1802.722412109375,680.935546875,0.8108792304992676
correct,439.42987060546875,700.376708984375,0.6752674579620361,424.8988952636719,671.1882934570312,0.6859607696533203,436.8100280761719,700.940185546875,0.15812130272388458,452.8033752441406,620.6654052734375,0.7846348285675049,482.9278564453125,688.6077270507812,0.04610494151711464,626.0694580078125,585.0816650390625,0.9960651993751526,614.4113159179688,678.6691284179688,0.9360243678092957,835.0595092773438,609.5333862304688,0.9950793981552124,770.0502319335938,717.2717895507812,0.8078303933143616,816.5064697265625,815.8832397460938,0.9759819507598877,767.5753784179688,832.8579711914062,0.7509714961051941,1105.94287109375,665.882080078125,0.9973708391189575,1079.222900390625,748.4730834960938,0.9904282093048096,1538.68359375,670.4205322265625,0.9625757336616516,1510.10595703125,710.3518676757812,0.9062548279762268,1830.634033203125,658.3621215820312,0.8415231108665466,1806.9921875,678.3510131835938,0.7964239716529846
correct,442.51531982421875,688.7329711914062,0.6472416520118713,429.3531188964844,660.2797241210938,0.6766602396965027,443.2872009277344,687.2053833007812,0.1396818608045578,459.4132080078125,610.528564453125,0.8025527000427246,495.6667785644531,670.5086059570312,0.040106866508722305,623.9852905273438,578.6573486328125,0.9952303171157837,626.8800659179688,659.409912109375,0.930921196937561,831.0844116210938,608.2662963867188,0.9939285516738892,777.93603515625,701.8533325195312,0.7889606952667236,820.2247924804688,814.8653564453125,0.970674991607666,774.2647705078125,833.7793579101562,0.7143041491508484,1091.94482421875,653.7000122070312,0.9970884919166565,1076.6492919921875,728.4681396484375,0.9898641705513,1494.1572265625,666.3549194335938,0.9611590504646301,1476.380126953125,694.1918334960938,0.9046382308006287,1823.466064453125,655.8697509765625,0.8419133424758911,1801.0958251953125,668.140380859375,0.7994335293769836
correct,404.3165588378906,665.81396484375,0.6971696019172668,392.0572814941406,639.6500244140625,0.7374930381774902,399.38043212890625,671.2747192382812,0.211968794465065,441.1029968261719,592.6661376953125,0.8573741912841797,454.80780029296875,662.7266845703125,0.06695722788572311,614.4771728515625,567.95849609375,0.9952905178070068,613.7108154296875,657.1070556640625,0.9307879209518433,821.6640014648438,614.6483764648438,0.9922003149986267,778.7642822265625,705.9735717773438,0.7401984333992004,813.8329467773438,819.4464111328125,0.9561986327171326,789.7291870117188,828.3578491210938,0.6232883930206299,1095.9161376953125,634.3002319335938,0.9962573051452637,1076.794921875,711.1025390625,0.9868469834327698,1471.38720703125,670.2791137695312,0.9638447761535645,1474.9197998046875,693.6490478515625,0.9048465490341187,1821.156494140625,666.4598999023438,0.8283808827400208,1811.736328125,651.3676147460938,0.7742539644241333
